t_ms,grf_L,copx_L,copy_L,grf_R,copx_R,copy_R,L0,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,L15,L16,L17,L18,L19,L20,L21,L22,L23,R0,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23
4310,0.219,0.5890,0.6320,427.194,0.3947,0.7054,0.006,0.000,0.007,0.000,0.008,0.000,0.000,0.000,0.006,0.001,0.018,0.030,0.025,0.000,0.022,0.005,0.000,0.013,0.000,0.012,0.004,0.016,0.045,0.000,10.883,6.359,3.433,6.022,4.325,9.926,3.691,4.588,12.886,10.998,5.752,2.455,8.366,14.060,7.899,24.263,32.671,19.801,6.699,38.598,62.150,63.030,44.464,23.874
526,0.089,0.6428,0.6625,350.075,0.3576,0.7565,0.017,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.006,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.009,0.000,0.000,0.000,0.007,0.014,0.000,0.034,2.259,2.311,1.026,1.336,1.698,7.167,2.404,2.114,6.796,7.540,4.621,1.026,4.517,8.017,11.298,24.161,22.895,11.026,2.801,58.694,74.987,54.065,26.375,10.941
4332,0.300,0.6151,0.4982,430.194,0.3947,0.7035,0.016,0.015,0.026,0.026,0.000,0.000,0.000,0.000,0.023,0.000,0.012,0.046,0.007,0.017,0.018,0.024,0.017,0.000,0.030,0.000,0.000,0.000,0.024,0.000,10.920,6.568,3.704,6.569,4.582,9.939,4.681,4.406,12.696,10.598,6.201,2.283,8.161,14.504,7.894,24.445,32.546,19.928,7.293,38.533,62.838,63.280,44.347,23.276
4343,0.171,0.6230,0.4450,430.059,0.3940,0.7066,0.031,0.018,0.006,0.000,0.000,0.000,0.000,0.005,0.036,0.003,0.005,0.018,0.000,0.000,0.009,0.000,0.018,0.000,0.000,0.000,0.000,0.005,0.000,0.018,9.991,6.324,3.461,6.378,3.826,10.342,3.978,4.275,12.493,11.106,6.605,2.441,8.661,14.390,8.181,24.034,33.123,20.310,6.336,38.481,62.420,63.663,45.625,23.616
537,0.156,0.5687,0.6543,347.394,0.3555,0.7557,0.014,0.000,0.000,0.000,0.000,0.017,0.012,0.000,0.000,0.000,0.012,0.000,0.000,0.000,0.000,0.000,0.000,0.003,0.017,0.025,0.000,0.016,0.033,0.005,2.655,2.527,1.893,1.139,1.609,7.144,2.208,1.898,6.106,7.269,4.870,1.147,4.395,7.586,11.505,24.775,22.065,10.212,3.117,58.701,74.470,53.244,26.652,10.207
558,121.841,0.5938,0.2497,347.131,0.3560,0.7549,25.767,39.749,4.242,22.944,4.738,3.469,2.289,2.319,3.081,2.734,1.586,0.468,1.612,3.670,0.593,0.636,0.566,0.354,0.670,0.016,0.000,0.337,0.000,0.000,2.784,2.305,2.435,1.740,2.176,6.574,2.709,1.827,6.106,7.101,4.274,1.061,3.948,7.332,10.740,24.920,22.516,9.672,3.253,58.202,75.625,53.477,25.828,10.525
4366,0.169,0.5667,0.5203,434.850,0.3955,0.7052,0.023,0.000,0.000,0.010,0.005,0.022,0.000,0.000,0.000,0.000,0.011,0.030,0.000,0.000,0.000,0.000,0.007,0.014,0.019,0.012,0.016,0.000,0.000,0.000,11.084,6.156,3.329,6.143,4.583,9.609,4.415,4.570,13.812,10.992,6.142,2.732,8.063,14.259,8.146,24.450,32.517,20.490,7.490,39.287,63.155,63.941,45.288,24.196
571,125.523,0.5917,0.2542,350.571,0.3547,0.7556,25.489,39.621,6.038,22.818,4.516,3.585,1.979,2.964,3.312,3.748,2.059,0.632,1.973,4.225,0.401,0.439,0.000,0.260,0.902,0.000,0.561,0.000,0.000,0.000,2.438,1.968,1.592,1.658,1.698,7.326,2.524,2.713,6.313,7.944,4.293,1.511,4.743,6.656,11.236,24.870,22.357,10.288,3.170,59.862,75.082,53.633,26.339,10.357
4379,0.275,0.6554,0.4926,423.350,0.3966,0.7083,0.004,0.044,0.000,0.036,0.000,0.000,0.000,0.018,0.000,0.000,0.005,0.052,0.003,0.026,0.000,0.000,0.023,0.000,0.018,0.007,0.001,0.016,0.023,0.000,10.051,6.309,2.488,6.007,4.452,9.569,3.407,4.043,12.628,9.955,6.096,2.656,8.724,14.477,7.571,24.074,32.791,18.952,7.366,38.277,61.920,63.008,45.464,23.064
587,123.564,0.5890,0.2538,348.784,0.3560,0.7576,25.548,39.990,5.555,21.438,5.346,3.882,2.207,2.263,3.024,3.966,1.405,1.242,1.943,2.904,0.085,0.550,0.000,0.231,0.164,0.389,0.168,0.360,0.500,0.405,2.213,2.638,1.376,1.818,1.602,6.542,2.666,1.665,6.333,7.283,4.251,1.415,4.536,6.434,11.196,24.829,22.686,10.150,3.841,59.136,75.868,53.990,26.256,10.059
4393,0.215,0.5984,0.5162,429.316,0.3956,0.7057,0.000,0.000,0.001,0.024,0.028,0.023,0.018,0.000,0.000,0.000,0.014,0.005,0.004,0.003,0.018,0.023,0.000,0.000,0.034,0.000,0.000,0.003,0.017,0.000,10.914,6.100,2.467,6.044,5.138,9.697,4.672,3.699,12.838,11.012,6.377,2.556,8.539,14.334,8.136,24.254,32.176,20.076,7.438,38.699,61.797,63.220,45.603,23.529
4409,0.186,0.5955,0.5645,347.384,0.3563,0.7574,0.008,0.011,0.000,0.004,0.000,0.041,0.000,0.014,0.014,0.000,0.000,0.007,0.000,0.000,0.000,0.006,0.017,0.000,0.000,0.011,0.007,0.000,0.000,0.045,2.837,1.321,1.270,1.114,2.115,6.444,2.311,1.791,7.383,7.757,4.503,1.726,4.398,6.398,11.050,24.609,23.250,10.582,2.790,58.025,74.724,54.334,26.018,10.637
603,126.230,0.5871,0.2560,350.748,0.3573,0.7560,25.953,40.071,5.963,22.130,4.774,3.012,3.112,2.124,3.887,4.259,2.128,0.758,1.742,3.234,0.894,0.000,0.000,0.613,0.000,0.630,0.332,0.076,0.537,0.000,1.942,1.884,1.387,2.334,2.039,6.823,2.481,1.946,6.669,7.042,4.362,1.594,4.595,7.324,11.807,25.058,23.236,10.833,2.965,58.156,74.780,54.316,26.153,11.022
4425,0.217,0.6017,0.5541,344.013,0.3561,0.7591,0.000,0.000,0.000,0.028,0.030,0.000,0.000,0.000,0.004,0.000,0.000,0.026,0.011,0.019,0.022,0.006,0.026,0.000,0.000,0.035,0.000,0.000,0.010,0.000,2.234,1.575,1.349,1.669,1.547,7.101,2.140,1.825,6.343,7.045,4.627,0.465,4.159,8.333,10.973,24.316,22.336,9.728,2.598,58.609,74.615,53.390,26.483,10.555
619,196.277,0.6163,0.4236,351.285,0.3557,0.7557,13.884,22.987,5.677,13.130,6.450,12.950,5.063,7.161,19.457,13.926,8.726,2.701,12.083,21.734,3.130,2.842,3.108,1.870,1.814,2.965,5.491,5.872,2.788,0.468,2.939,1.622,1.829,1.602,1.814,6.765,2.389,1.730,6.348,7.016,5.022,1.731,4.892,7.718,11.834,25.390,21.862,10.259,3.219,58.458,75.992,54.360,26.481,10.015
4445,122.745,0.5919,0.2492,351.125,0.3563,0.7549,25.052,39.167,5.250,22.787,5.506,3.860,3.068,1.791,3.477,3.456,2.052,0.153,1.496,3.716,0.195,0.417,0.044,0.315,0.518,0.132,0.000,0.000,0.295,0.000,2.115,2.237,1.706,2.300,1.856,6.822,2.459,2.711,6.839,7.318,4.736,1.413,3.875,7.141,11.396,24.969,22.627,10.394,2.934,59.124,75.227,53.627,26.482,10.816
639,197.175,0.6170,0.4213,0.148,0.3853,0.6256,13.621,23.089,6.531,13.309,6.058,12.657,6.041,7.198,19.415,14.249,8.742,3.432,11.921,21.411,1.873,2.896,3.258,2.227,2.694,2.943,5.376,5.677,2.116,0.442,0.002,0.000,0.018,0.000,0.000,0.008,0.000,0.000,0.010,0.000,0.000,0.008,0.000,0.000,0.026,0.013,0.000,0.011,0.011,0.000,0.000,0.000,0.021,0.019
663,195.460,0.6170,0.4229,0.279,0.3709,0.4229,13.183,23.178,6.019,13.022,5.533,13.495,5.459,7.165,20.213,14.221,7.930,2.909,12.305,21.074,1.972,3.701,2.874,1.817,2.342,2.471,5.902,5.658,2.941,0.076,0.027,0.028,0.000,0.021,0.029,0.039,0.042,0.000,0.000,0.000,0.000,0.016,0.000,0.000,0.020,0.005,0.000,0.013,0.017,0.000,0.023,0.000,0.000,0.000
4470,125.983,0.5910,0.2557,351.601,0.3557,0.7540,25.848,39.859,5.272,22.614,5.476,3.555,2.382,2.745,2.826,3.697,1.789,0.884,1.989,3.870,0.502,0.344,0.614,0.384,0.091,0.000,0.343,0.649,0.249,0.000,2.865,1.878,2.138,1.689,1.855,6.591,2.666,2.356,6.332,7.780,4.308,2.141,4.701,7.186,11.114,24.749,23.038,10.371,3.099,59.130,75.224,53.987,26.197,10.206
674,198.363,0.6169,0.4235,0.162,0.3482,0.4791,14.669,23.279,5.308,13.593,6.670,12.737,5.860,6.313,19.314,13.960,9.392,2.882,11.988,21.230,2.271,3.690,2.728,1.983,2.571,2.703,5.134,6.025,3.156,0.907,0.009,0.000,0.000,0.014,0.005,0.000,0.000,0.035,0.000,0.032,0.000,0.000,0.000,0.023,0.031,0.000,0.014,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4489,126.188,0.5936,0.2551,347.806,0.3551,0.7571,26.026,40.448,5.475,23.228,4.202,2.681,2.345,2.312,3.373,3.265,2.458,0.923,1.936,4.261,0.000,0.732,0.568,0.000,1.147,0.805,0.000,0.000,0.000,0.000,2.204,1.851,1.161,1.579,1.564,6.829,2.283,2.582,6.894,7.580,4.761,2.173,4.480,6.879,11.134,24.438,22.145,10.343,2.194,58.608,76.327,53.347,26.266,10.184
690,197.515,0.6164,0.4164,0.190,0.3588,0.4789,13.703,23.706,5.923,14.623,6.411,13.892,5.802,6.799,19.512,14.436,8.616,3.159,12.036,21.224,1.395,3.563,2.622,1.367,2.697,2.566,5.121,5.509,2.758,0.077,0.000,0.000,0.000,0.026,0.010,0.008,0.034,0.000,0.012,0.026,0.020,0.006,0.003,0.000,0.002,0.000,0.000,0.029,0.000,0.006,0.001,0.008,0.000,0.000
4501,197.107,0.6152,0.4183,348.363,0.3554,0.7555,15.028,22.893,6.700,13.253,6.338,13.253,5.755,6.639,19.670,13.736,8.950,2.952,11.772,21.150,1.861,3.192,3.403,1.750,2.237,2.799,5.213,5.104,2.809,0.650,3.540,1.768,1.823,2.484,2.144,5.661,1.987,1.691,6.110,7.004,4.412,1.763,4.514,6.942,11.967,25.052,22.666,10.347,2.469,57.973,75.774,54.271,26.286,9.716
706,429.182,0.5898,0.7077,0.204,0.4166,0.6148,5.928,9.844,3.933,5.952,4.333,9.640,2.921,3.916,12.941,10.924,7.017,2.502,8.699,14.357,8.717,25.370,32.429,19.636,6.585,35.446,59.023,63.665,48.281,27.122,0.008,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.031,0.000,0.010,0.027,0.000,0.015,0.016,0.008,0.007,0.020,0.011,0.020,0.018,0.013,0.000,0.000
4516,199.410,0.6148,0.4220,0.165,0.3440,0.4241,14.982,23.271,6.077,13.846,6.586,12.782,5.600,6.300,18.535,14.239,9.099,3.791,11.896,21.359,2.435,3.660,3.406,1.566,2.878,2.662,5.139,5.453,2.801,1.049,0.000,0.000,0.034,0.017,0.005,0.014,0.026,0.000,0.016,0.013,0.000,0.000,0.004,0.000,0.000,0.000,0.022,0.006,0.000,0.000,0.000,0.002,0.005,0.000
721,428.700,0.5907,0.7053,0.140,0.3297,0.6098,6.328,10.349,3.862,6.490,3.620,9.881,4.106,4.724,13.371,10.736,6.115,2.482,7.752,14.397,7.793,24.934,32.464,19.756,7.137,35.306,58.828,63.501,48.028,26.740,0.000,0.000,0.019,0.000,0.000,0.000,0.019,0.000,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.023,0.040,0.000,0.009,0.000,0.000
4528,198.956,0.6124,0.4218,0.130,0.4150,0.4121,14.929,22.509,6.207,13.514,6.347,14.052,5.741,6.949,18.809,14.587,8.788,3.091,11.575,21.273,2.318,3.817,2.912,1.711,2.896,3.224,4.697,5.685,2.572,0.752,0.004,0.044,0.000,0.000,0.000,0.000,0.000,0.011,0.001,0.020,0.000,0.016,0.012,0.000,0.007,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.013,0.000
4544,192.605,0.6173,0.4193,0.150,0.4168,0.6889,14.595,22.978,5.661,13.523,6.310,12.571,4.641,6.802,19.092,13.799,8.636,2.860,11.195,20.726,1.945,3.336,2.950,2.191,2.452,2.433,5.379,4.957,2.619,0.954,0.000,0.001,0.000,0.000,0.000,0.000,0.005,0.003,0.008,0.000,0.003,0.000,0.000,0.013,0.017,0.000,0.006,0.001,0.040,0.042,0.011,0.000,0.000,0.000
737,429.345,0.5904,0.7048,0.157,0.4049,0.4182,6.447,10.448,3.403,5.927,4.635,9.870,3.952,4.535,12.509,10.974,7.126,1.975,8.051,15.124,8.618,25.044,32.444,19.620,7.167,35.144,58.595,63.122,47.970,26.644,0.018,0.032,0.007,0.033,0.000,0.000,0.014,0.001,0.000,0.000,0.004,0.000,0.000,0.000,0.008,0.000,0.000,0.000,0.000,0.000,0.000,0.019,0.014,0.006
749,426.604,0.5897,0.7064,0.216,0.3745,0.4241,6.404,10.363,4.458,6.424,3.080,9.541,3.252,4.758,12.522,10.380,5.982,2.494,8.431,14.459,8.707,24.767,32.198,19.613,6.861,34.999,59.654,62.460,47.956,26.839,0.041,0.000,0.039,0.006,0.000,0.015,0.000,0.010,0.000,0.010,0.000,0.000,0.030,0.032,0.000,0.000,0.001,0.000,0.000,0.000,0.014,0.017,0.000,0.000
4556,199.353,0.6188,0.4184,0.147,0.3812,0.6633,15.313,23.184,5.799,12.942,6.670,13.252,5.102,7.114,20.231,13.868,8.948,3.649,12.648,22.157,1.812,3.286,2.932,1.616,2.426,2.631,5.258,5.667,2.734,0.115,0.000,0.000,0.012,0.003,0.000,0.018,0.000,0.015,0.000,0.013,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.039,0.031,0.016
765,430.057,0.5905,0.7067,0.296,0.4927,0.5943,6.279,9.739,3.800,6.136,3.799,9.457,3.968,4.359,13.072,11.054,6.863,2.091,8.322,14.673,7.579,26.434,32.672,19.710,7.268,35.145,58.912,63.643,48.445,26.637,0.035,0.016,0.000,0.000,0.006,0.006,0.000,0.019,0.000,0.000,0.000,0.001,0.029,0.006,0.000,0.000,0.007,0.039,0.035,0.006,0.010,0.000,0.045,0.035
4572,194.848,0.6176,0.4215,0.200,0.4162,0.5700,13.952,22.124,5.737,13.789,6.250,13.190,5.204,7.108,19.639,14.634,7.943,2.764,12.061,21.637,1.966,3.166,2.973,1.584,2.170,2.696,5.483,4.711,2.881,1.185,0.000,0.017,0.000,0.000,0.000,0.000,0.034,0.025,0.018,0.000,0.003,0.000,0.013,0.009,0.000,0.000,0.002,0.000,0.000,0.019,0.020,0.040,0.000,0.000
4584,427.695,0.5912,0.7078,0.170,0.4609,0.6078,6.209,10.376,2.900,6.149,3.520,9.669,4.214,4.555,13.446,10.430,5.939,2.157,8.622,14.258,7.309,25.435,32.128,19.363,6.833,35.765,59.445,63.517,48.695,26.760,0.000,0.011,0.000,0.025,0.000,0.003,0.000,0.000,0.003,0.004,0.008,0.000,0.000,0.008,0.000,0.004,0.025,0.010,0.017,0.000,0.000,0.008,0.044,0.000
784,427.139,0.5914,0.7055,0.147,0.3148,0.3360,6.492,10.887,3.482,6.139,4.086,9.305,3.352,4.141,13.409,10.842,6.267,2.183,9.043,13.503,8.848,24.447,32.375,19.615,7.397,34.211,58.618,63.211,48.349,26.935,0.043,0.005,0.000,0.000,0.000,0.048,0.008,0.000,0.017,0.006,0.005,0.000,0.012,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.000,0.000
4606,429.018,0.5910,0.7062,0.180,0.4429,0.4481,6.668,9.779,3.256,6.387,4.161,10.025,3.653,4.194,13.522,10.362,6.721,2.748,8.070,14.517,8.073,25.151,32.030,19.896,6.637,35.274,59.070,62.767,48.689,27.366,0.000,0.000,0.015,0.003,0.026,0.004,0.000,0.012,0.037,0.000,0.030,0.000,0.000,0.012,0.001,0.001,0.038,0.000,0.000,0.000,0.000,0.000,0.000,0.000
800,349.180,0.5456,0.7563,0.170,0.3625,0.4191,1.701,2.861,2.078,2.194,1.334,6.152,2.278,2.475,7.100,7.738,4.031,0.807,3.624,7.342,12.175,24.966,22.194,10.012,3.114,60.469,72.556,52.532,27.751,11.696,0.035,0.000,0.046,0.003,0.000,0.000,0.000,0.006,0.000,0.000,0.020,0.001,0.000,0.009,0.000,0.000,0.018,0.017,0.011,0.000,0.000,0.006,0.000,0.000
4619,423.226,0.5900,0.7095,0.200,0.4063,0.5859,5.744,10.657,3.660,5.683,3.405,9.310,2.769,4.289,12.879,10.554,7.472,1.653,7.460,13.820,8.516,25.175,31.462,19.272,6.818,34.859,58.332,63.232,48.948,27.258,0.000,0.000,0.008,0.010,0.004,0.024,0.000,0.008,0.005,0.000,0.000,0.001,0.030,0.000,0.000,0.016,0.037,0.019,0.000,0.012,0.000,0.000,0.003,0.023
813,348.009,0.5465,0.7571,0.169,0.4632,0.4141,1.837,3.020,1.713,1.362,1.714,6.671,2.726,2.561,6.493,6.648,3.855,1.481,3.608,7.555,11.886,24.697,22.631,9.461,2.825,60.199,72.816,51.487,28.329,12.432,0.038,0.027,0.017,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.009,0.007,0.019,0.000,0.000,0.000,0.000,0.000,0.039,0.000,0.000,0.000,0.000,0.013
4632,425.932,0.5897,0.7058,0.083,0.4779,0.6385,5.760,10.443,3.629,6.345,4.102,9.360,3.976,4.201,13.407,11.638,6.816,2.198,8.136,13.913,7.964,25.503,31.690,18.655,6.738,35.304,58.800,62.196,48.279,26.878,0.000,0.007,0.000,0.000,0.004,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.003,0.017,0.000,0.000,0.012,0.023,0.000,0.000,0.008,0.007,0.000
826,351.056,0.5449,0.7548,0.128,0.3173,0.5053,1.603,3.180,1.993,1.680,1.585,7.240,2.867,1.691,6.828,7.624,4.907,1.594,4.023,7.505,11.550,25.430,22.139,9.482,2.334,60.530,72.562,52.259,28.586,11.862,0.000,0.000,0.000,0.000,0.007,0.008,0.023,0.000,0.000,0.018,0.014,0.008,0.002,0.016,0.024,0.000,0.000,0.008,0.000,0.000,0.000,0.000,0.000,0.000
4646,428.471,0.5905,0.7054,0.174,0.3330,0.6460,6.237,10.592,2.771,6.353,4.005,9.809,4.064,5.284,13.126,10.859,7.268,2.040,7.778,14.170,8.518,25.405,31.890,19.398,6.890,35.002,58.189,63.357,48.557,26.907,0.016,0.000,0.000,0.000,0.000,0.021,0.000,0.000,0.000,0.000,0.000,0.000,0.026,0.000,0.020,0.000,0.000,0.013,0.004,0.044,0.012,0.000,0.008,0.010
840,350.626,0.5452,0.7568,127.031,0.3932,0.2589,2.147,2.392,1.510,2.214,1.261,6.728,1.620,1.738,6.679,7.414,5.245,1.573,3.765,7.513,12.248,25.126,23.876,10.137,2.461,60.261,72.601,51.161,28.509,12.448,43.830,22.013,6.349,23.154,4.374,3.500,2.603,2.272,3.228,3.404,1.548,0.851,2.030,3.745,0.701,0.180,0.332,0.294,0.456,1.056,0.037,0.063,0.746,0.266
855,348.583,0.5451,0.7568,125.306,0.3913,0.2474,1.963,2.115,1.527,1.442,2.157,6.232,2.772,2.261,6.621,7.332,4.552,1.932,4.546,7.090,12.375,25.057,21.789,9.539,2.412,60.906,72.370,51.459,27.762,12.371,44.226,22.312,6.587,22.714,3.954,3.611,1.825,2.532,3.648,3.823,2.240,0.724,2.209,3.800,0.708,0.311,0.000,0.000,0.082,0.000,0.000,0.000,0.000,0.000
4661,428.806,0.5904,0.7061,0.180,0.3910,0.5600,6.329,10.643,3.649,6.269,3.924,9.542,3.499,5.170,13.156,10.269,6.792,2.348,7.493,14.372,8.005,25.766,32.171,19.193,6.822,35.415,59.293,63.240,48.637,26.809,0.010,0.000,0.030,0.000,0.025,0.000,0.016,0.007,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.013,0.029,0.015,0.000,0.033,0.000
4675,428.034,0.5896,0.7039,0.307,0.3426,0.5513,6.937,10.801,2.859,6.647,4.666,10.034,3.498,4.906,12.629,10.809,6.420,2.732,8.223,14.509,8.677,25.284,31.174,19.043,6.236,35.404,58.551,63.676,48.007,26.310,0.000,0.021,0.000,0.000,0.021,0.063,0.000,0.005,0.000,0.007,0.044,0.012,0.000,0.019,0.000,0.033,0.000,0.000,0.000,0.018,0.040,0.000,0.000,0.024
869,345.117,0.5466,0.7598,126.890,0.3931,0.2492,0.869,2.541,1.313,1.344,1.988,5.963,2.240,2.112,6.738,7.174,5.205,0.656,3.981,7.266,12.088,24.922,21.722,9.903,3.435,60.023,72.349,51.445,28.035,11.805,44.479,22.108,6.516,22.726,4.620,3.659,2.674,2.572,3.554,3.175,2.011,1.540,2.521,3.564,0.407,0.310,0.000,0.000,0.000,0.000,0.200,0.068,0.185,0.000
882,350.634,0.5464,0.7561,128.521,0.3950,0.2580,1.855,2.563,2.660,1.667,1.498,6.695,2.580,1.988,6.911,7.325,3.499,1.064,3.942,8.016,12.092,25.150,22.452,9.919,2.822,60.474,72.617,51.434,28.790,12.619,43.842,21.408,6.410,22.768,5.349,3.807,2.836,3.038,3.733,3.478,2.258,0.666,2.061,3.486,0.479,0.413,0.000,0.425,0.900,0.000,0.517,0.081,0.122,0.443
4690,347.671,0.5436,0.7562,0.183,0.3669,0.4398,2.196,3.136,2.608,1.456,1.122,6.153,2.289,2.399,6.200,7.194,5.086,0.732,3.984,7.084,12.362,24.184,22.204,10.204,2.699,61.372,72.535,50.991,28.328,11.151,0.000,0.000,0.000,0.031,0.012,0.024,0.039,0.000,0.000,0.000,0.020,0.021,0.001,0.000,0.000,0.005,0.000,0.025,0.005,0.000,0.000,0.000,0.000,0.000
4702,347.369,0.5468,0.7604,0.223,0.3977,0.6689,0.653,2.887,1.603,1.465,1.847,6.772,1.221,2.646,6.421,7.210,4.787,1.411,4.164,7.191,11.210,24.537,22.067,9.638,2.362,60.367,73.094,52.443,28.266,13.107,0.000,0.000,0.000,0.001,0.004,0.012,0.000,0.021,0.000,0.000,0.015,0.005,0.000,0.034,0.018,0.000,0.000,0.011,0.000,0.030,0.025,0.000,0.048,0.000
896,350.363,0.5453,0.7570,199.913,0.4106,0.4220,1.288,2.924,2.585,1.511,1.697,6.870,2.033,1.628,6.223,7.827,4.901,1.499,4.890,6.709,11.750,24.927,22.375,9.384,2.927,60.142,72.727,51.537,29.043,12.965,24.726,12.648,6.604,12.930,7.082,13.071,5.310,6.952,19.427,14.021,9.076,3.070,12.640,21.745,2.158,3.267,2.669,2.506,3.197,2.838,5.909,5.099,2.473,0.494
910,0.151,0.5654,0.7086,201.165,0.4092,0.4188,0.000,0.000,0.000,0.011,0.000,0.006,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.009,0.005,0.010,0.044,0.000,0.000,0.038,0.000,0.000,0.016,0.014,24.285,13.259,6.238,13.172,7.946,14.081,6.202,6.553,18.972,14.034,8.600,3.734,12.675,21.378,2.634,2.723,3.376,2.399,3.663,3.288,5.506,4.376,2.056,0.013
4723,348.549,0.5476,0.7568,124.994,0.3921,0.2532,1.819,2.976,1.881,1.075,1.857,6.234,2.073,2.531,6.109,7.144,4.052,1.722,4.169,7.946,11.775,24.797,22.598,10.161,3.295,59.846,72.819,51.105,27.975,12.589,43.923,21.224,5.681,22.456,4.608,3.921,2.073,2.480,3.538,3.958,2.652,0.594,2.190,3.579,0.264,0.124,0.534,0.442,0.369,0.000,0.382,0.000,0.000,0.000
924,0.242,0.6098,0.4141,200.101,0.4083,0.4204,0.024,0.023,0.024,0.013,0.008,0.021,0.000,0.011,0.005,0.000,0.012,0.000,0.000,0.046,0.004,0.012,0.028,0.006,0.005,0.000,0.000,0.000,0.000,0.000,25.086,12.963,6.118,13.858,6.884,13.199,5.696,6.429,18.752,14.355,8.713,3.670,12.537,21.340,1.818,3.273,3.816,2.472,2.863,3.169,5.812,4.532,2.748,0.000
4738,348.253,0.5451,0.7573,123.189,0.3928,0.2468,1.977,3.414,2.029,1.374,1.530,6.533,1.413,2.128,6.373,7.175,5.081,1.267,4.166,7.158,11.944,25.092,21.145,9.434,2.858,60.778,72.922,51.772,27.937,12.750,44.446,21.950,6.275,22.312,3.770,3.331,2.780,2.257,3.133,3.757,1.744,0.586,1.328,3.837,0.000,0.000,0.000,0.815,0.392,0.000,0.000,0.474,0.000,0.000
937,0.108,0.6790,0.6310,198.399,0.4111,0.4198,0.000,0.000,0.000,0.000,0.002,0.000,0.016,0.004,0.000,0.000,0.000,0.000,0.020,0.000,0.000,0.000,0.000,0.000,0.039,0.023,0.000,0.000,0.000,0.004,25.091,12.385,5.134,13.687,7.420,13.586,5.084,6.905,19.268,13.886,8.487,3.455,12.708,21.261,2.078,3.186,3.736,2.603,3.052,2.843,5.626,4.261,2.330,0.328
4758,349.379,0.5443,0.7574,123.348,0.3954,0.2452,1.730,2.733,1.788,2.150,0.986,6.582,3.139,1.625,6.620,7.213,4.317,1.438,3.697,7.416,12.645,25.444,21.553,9.867,2.668,60.585,72.840,52.013,28.371,11.960,43.637,21.979,6.346,21.610,5.371,3.129,2.700,2.353,3.491,3.613,1.971,0.566,2.247,3.573,0.037,0.491,0.000,0.000,0.235,0.000,0.000,0.000,0.000,0.000
954,0.206,0.6434,0.6436,197.097,0.4093,0.4199,0.000,0.000,0.000,0.004,0.008,0.022,0.000,0.015,0.016,0.000,0.000,0.000,0.000,0.023,0.000,0.000,0.008,0.015,0.000,0.000,0.046,0.022,0.004,0.024,25.442,12.635,5.586,12.677,6.626,13.094,5.506,6.715,19.964,14.106,8.636,3.269,12.205,21.162,2.374,3.028,3.373,2.415,1.964,2.655,5.525,4.806,2.565,0.768
4772,351.642,0.5466,0.7552,124.837,0.3954,0.2516,2.147,3.417,2.238,1.784,2.168,6.480,1.792,2.285,6.115,7.143,4.431,1.205,4.931,6.816,11.481,25.051,22.396,10.439,2.468,61.039,72.065,52.374,28.362,13.014,43.605,21.903,6.158,22.319,4.750,3.412,2.718,3.322,2.913,3.468,2.081,0.505,1.749,3.334,0.000,0.354,0.000,0.617,1.029,0.082,0.000,0.365,0.000,0.155
967,0.171,0.5533,0.6388,196.362,0.4120,0.4216,0.000,0.000,0.000,0.000,0.012,0.000,0.000,0.000,0.007,0.023,0.000,0.001,0.009,0.012,0.026,0.018,0.000,0.000,0.020,0.039,0.000,0.000,0.000,0.004,24.192,12.439,5.937,13.167,6.258,12.847,5.193,6.884,19.241,14.413,8.717,3.207,13.113,21.898,1.628,2.817,2.893,2.669,2.559,2.359,5.619,5.131,2.246,0.933
979,0.218,0.6455,0.5610,427.762,0.3962,0.7056,0.000,0.022,0.018,0.000,0.033,0.025,0.000,0.000,0.000,0.000,0.000,0.004,0.000,0.005,0.000,0.000,0.000,0.000,0.026,0.000,0.014,0.032,0.010,0.030,10.530,6.561,2.943,5.816,4.554,10.328,3.967,4.556,13.115,10.598,5.773,1.638,9.123,14.217,7.944,23.412,32.749,20.766,6.981,38.720,61.918,62.948,44.692,23.912
4786,347.586,0.5459,0.7572,201.926,0.4078,0.4201,1.435,2.379,1.842,2.203,2.031,6.857,2.625,2.145,6.242,7.261,4.522,1.465,3.721,6.570,11.116,24.719,22.921,9.418,3.330,59.979,72.059,52.158,28.339,12.250,25.523,13.070,6.070,13.744,6.816,13.477,5.907,6.325,20.595,14.514,9.197,2.757,12.841,20.647,2.061,2.760,3.832,2.521,2.001,3.129,6.019,5.116,2.263,0.741
